seq,time_stamp,frame_id,px,py,pz,qx,qy,qz,qw
9697,1666963150245456674,base_link,0.013291616924107075,0.07805749028921127,0.9400612711906433,0.9992543569036217,-0.03566697227043235,-0.002761000477143728,0.014524950070647165
9698,1666963150278822674,base_link,0.013332508504390717,0.07814137637615204,0.9412511587142944,0.9992346047519072,-0.03501963006292931,0.007132752937253187,0.015904528037372467
9699,1666963150312510674,base_link,0.01334282848984003,0.07810988277196884,0.94073086977005,0.9992838523783071,-0.03549511522506906,0.004285034012471023,0.012390224156195954
9700,1666963150345596674,base_link,0.013302069157361984,0.07810433954000473,0.9406765699386597,0.9992779322083135,-0.034917247240149905,0.006050984954236026,0.01370348961874543
9701,1666963150379221674,base_link,0.013326405547559261,0.07814556360244751,0.941368818283081,0.9991578604966436,-0.03500753895731591,0.011214646998336134,0.018228376686489682
9702,1666963150412465674,base_link,0.013326240703463554,0.07810207456350327,0.9405430555343628,0.9992867695955189,-0.03514926875095294,0.006213456841963051,0.012323715823511844
9703,1666963150445612674,base_link,0.013334592804312706,0.07808379083871841,0.9402982592582703,0.9992645051006285,-0.0351694391214257,0.007680496951064213,0.013212470036488892
9704,1666963150479171674,base_link,0.013332795351743698,0.0780811682343483,0.940517783164978,0.999263107819626,-0.03496055625455247,0.0075329173273525965,0.013937575598864079
9705,1666963150512655674,base_link,0.013320465572178364,0.07812781631946564,0.9410714507102966,0.9992634656483138,-0.03538436874551665,0.005091363098886026,0.013948142915739701
9706,1666963150545929674,base_link,0.013316360302269459,0.07812085747718811,0.9410749673843384,0.9990351861462614,-0.03552456641096838,0.006356507018043206,0.02502592339050094
9707,1666963150579081674,base_link,0.01331043615937233,0.07810990512371063,0.9406145811080933,0.9993323906213554,-0.03517194575656455,0.0007333411352589353,0.009857458977013511
9708,1666963150612576674,base_link,0.013320797123014927,0.07806701958179474,0.9402323365211487,0.9993506139682089,-0.035831632362092726,0.0020066202082185984,0.00322768631867149
9709,1666963150645721674,base_link,0.013331759721040726,0.07808267325162888,0.9401755928993225,0.9992807803669378,-0.03505987813945733,0.007855530499837027,0.01212508039793974
9710,1666963150679156674,base_link,0.01333027146756649,0.07813841849565506,0.9408335089683533,0.9992801509727399,-0.03545001367253199,0.0026863067311467003,0.01323858597665836
9711,1666963150712708674,base_link,0.013323381543159485,0.07810001075267792,0.9403976202011108,0.9993059170972898,-0.03569182880199764,0.002114237616011255,0.010455018432156007
9712,1666963150745776674,base_link,0.013337523676455021,0.07805424183607101,0.9403442740440369,0.9991682078967553,-0.03559166315207401,0.004772266008995251,0.019322301094723184
9713,1666963150779159674,base_link,0.013340283185243607,0.07812200486660004,0.9410821199417114,0.999270166592366,-0.03528793250590993,0.005542158276540553,0.013534417592246155
9714,1666963150812786674,base_link,0.013327273540198803,0.07812061160802841,0.9409366250038147,0.9991710530202934,-0.03522223192668022,0.009726675672381472,0.017944162415267858
9715,1666963150846016674,base_link,0.013317961245775223,0.07810240983963013,0.9408631324768066,0.9991965947596313,-0.03560654035648766,0.004493179014958394,0.01783677793040503
9716,1666963150879232674,base_link,0.013311820104718208,0.07808920741081238,0.9404464960098267,0.9993458369525529,-0.03488753326562504,0.007858650948351068,0.005385145635323156
9717,1666963150912766674,base_link,0.013323820196092129,0.07808491587638855,0.9404913783073425,0.9992542012173778,-0.03535331250249912,0.005457162110700134,0.014539739551260138
9718,1666963150946121674,base_link,0.013317554257810116,0.07809632271528244,0.9406233429908752,0.9992892545365164,-0.03551485915674275,0.0037523484654551575,0.012066500235110727
9719,1666963150979226674,base_link,0.01332944631576538,0.07811368256807327,0.9406927824020386,0.9993354092496795,-0.03568280197245831,0.0036478362560345974,0.006493901278834464
9720,1666963151012708674,base_link,0.013342306949198246,0.07809272408485413,0.9404003620147705,0.9992521308282684,-0.03547337777328253,0.010318559680706644,0.01141690985489971
9721,1666963151046254674,base_link,0.013321438804268837,0.07808718830347061,0.9402999877929688,0.9993079939138845,-0.035385134187269,0.004254654358846303,0.010645350846430214
9722,1666963151079609674,base_link,0.01332576759159565,0.07811825722455978,0.940793514251709,0.9993060555428298,-0.03567233831657006,-0.0015332376115278078,0.010608525669743058
9723,1666963151112976674,base_link,0.013338799588382244,0.078116275370121,0.94100421667099,0.9991786432371699,-0.03516089422699477,0.0060807166325504295,0.019203523143450023
9724,1666963151146160674,base_link,0.013303359970450401,0.07808205485343933,0.9406048655509949,0.999320281064684,-0.03559030318272414,0.00024949023612734104,0.009604370191995159
9725,1666963151179615674,base_link,0.01335147861391306,0.0781523734331131,0.9412842392921448,0.9992678389865118,-0.03542932350381175,0.006243714754043499,0.013021713764286433
9726,1666963151213051674,base_link,0.013307357206940651,0.07811639457941055,0.9406188726425171,0.9992734931073806,-0.03495681931597355,0.005409185004180307,0.014186171924616306
9727,1666963151246214674,base_link,0.013302561827003956,0.07810375094413757,0.940551221370697,0.9992642427657991,-0.0351525979385155,-0.00021942482230299004,0.015336878450804376
9728,1666963151279442674,base_link,0.0133294016122818,0.07817032933235168,0.9414626359939575,0.9993046780048943,-0.035388409770618176,-0.0022453586717233304,0.011522991620086695
9729,1666963151313009674,base_link,0.01331653818488121,0.07813206315040588,0.9408833384513855,0.9992469808101926,-0.03541887998869495,0.0036502238224064873,0.015415905685604752
9730,1666963151346112674,base_link,0.013307531364262104,0.07802578061819077,0.9401216506958008,0.9992984101736884,-0.03567389209127439,-0.0018945589220800002,0.011245954556633199
9731,1666963151379542674,base_link,0.013355039991438389,0.07808880507946014,0.9406459331512451,0.9993283747422212,-0.035517615706910186,0.004030579959610766,0.008065533755186509
9732,1666963151413090674,base_link,0.013303245417773724,0.07807233184576035,0.9401859045028687,0.9993576918340178,-0.03526708910024067,0.004240005378889632,0.004739045575517215
9733,1666963151446214674,base_link,0.013316263444721699,0.07809733599424362,0.9407164454460144,0.9992309791723175,-0.035333038289664526,0.003922724527413895,0.01654203433180439
9734,1666963151479688674,base_link,0.01332942210137844,0.07813039422035217,0.940696120262146,0.9993536741608724,-0.035391098200182054,0.006111974035834085,0.0015322802404675393
9735,1666963151513142674,base_link,0.013342704623937607,0.07810860872268677,0.9407553672790527,0.9991385860308684,-0.035180333927954936,0.011087018045707716,0.01901336476820386
9736,1666963151546251674,base_link,0.01330627128481865,0.07807376980781555,0.9404080510139465,0.9992658729986811,-0.03537305339617669,0.005848162723720432,0.01350041282227549
